|positive|, |  the fact that we lived in a judgemental society | 
|negative|, |  water chestnut rubies  when i’m feeling kind of  i always make something that makes my 💓 happy - this is one of those t…| 
|negative|, |      please babe ily   lauv be dummy t… URL| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, | i can try! i got hes neon shadow that he scammed! scammers deserve to feel hu the girl he scammed was very nice | 
|negative|, |  jahat | 
|negative|, |no nope don’t remind me | 
|negative|, |  i miss my friends | 
|negative|, |i miss him already | 
|negative|, | same  i was like ehh where there is a vid saying jimin is a live ... then i was like !£$%£^£&amp;" why no notifffff| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |i’ve been trying to buy a bong for like 3 weeeks now , all the smoke shops been closed | 
|negative|, |more than anything!!! you have no idea  also hoseok kat loves you| 
|negative|, |i wonder if orcas ever get a polar bear | 
|negative|, | oh damn it, i just woke up | 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, | kinda said ur conce in toronto will be cancelled | 
|negative|, |i miss apologizing to strangers when they bump into me  this gotta end soon bro i'm losing my identity| 
|negative|, |nancy 😡😡 URL| 
|negative|, | nooo he was just excited | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, |  just how happy bomin when he's with members  URL| 
|negative|, |ok cleansing my tl with saifahzon content bc i miss them  URL| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, |yh dh slese | 
|negative|, |lmao it’s tough streaming 3-5 hours with no viewers at all  well the grind goes inward gonna try and stream as mu… URL| 
|negative|, |  could y’all like my pinned tweet please  it’ll mean a lot tqsm ily 😔💖 URL| 
|negative|, |        please babe ily   lauv be dummy thicc  lauv…| 
|negative|, |i couldve gotten a better morning for 1st may | 
|negative|, |im genuinely sad over this like | 
|negative|, | follow me pls    lauv be dummy thicc| 
|negative|, |brooo people should really learn how to tw their tweets | 
|negative|, |  i been feeling mad ugly lately | 
|negative|, |i wish cix could see fix with their lightsticks | 
|negative|, | a chale | 
|negative|, | toge ther | 
|negative|, | someone put it on the tl and i copy-pasted it! sadly you cant copy it from someone’s dn tho so u gotta look or ask for it | 
|negative|, |this is my best tweet yet, and if it does not get enough attention, i'm going to | 
|negative|, | maam i was so looking forward to this week's episode because you promised to share more di on your… URL| 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, | pls rbx    name: entomick URL| 
|negative|, | ur so precious | 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, | i cant wait to see you  this is the only positive thing i have left right now URL| 
|negative|, |  during this quarantine am i the only one who feels alone and depressed kinda like i have no one  if you can relate to thi…| 
|negative|, | you’re right  i wonder if the number of covid cases has risen since the stay at home order ended| 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, |  a covid free may please | 
|negative|, |jimin really just went live to tell us he's production manager and compiles the members thoughts  jimin best boi| 
|negative|, |  scammed me for alot of stuff in adopt me and a gift card | 
|negative|, |im boutta throw a riot  all our hcw's effos... | 
|negative|, |  [master]: i'm seeing a lot of people saying they don't miss me at all   if you're going to be like that, then fine. good…| 
|negative|, |i missed it cause it never loaded  URL| 
|negative|, |  hahah at least he tried vea xd| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  sadness everdeen| 
|negative|, |i just went to try and watch  ‘s movie commentary on the crimes of grindelwald because it makes me laug… URL| 
|negative|, | what happened.. | 
|negative|, |i'm still not feeling well from having lab work done today so i'm headed back to bed, my head hus and i just don't feel well | 
|negative|, |long weekend with no gaming  girlgamer gamergirl guygamer twitch thedivision girlgamers blackops3 cod… URL| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, | there was no sound | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, | can you please help me... i need help in paying my college fee | 
|negative|, |     yeah, this seems so ridiculous  we need to demand… URL| 
|negative|, | yahh | 
|negative|, |i hate feeling lonely | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  remember when jungkook thought of an excuse to touch everyone’s nose but when it came to jimin he just touched it? yeah th…| 
|negative|, |  [master]: i'm seeing a lot of people saying they don't miss me at all   if you're going to be like that, then fine. good…| 
|negative|, |  i miss trivia 承: love namjoon  URL| 
|negative|, | i’m so tired of living here | 
|negative|, |i missed u bub  😭  URL| 
|negative|, |[texting] any of the members: i’m sad  jimin: URL| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, |i just want to be able to go to the beach, surf, and listen to good music this summer | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, |my internet sucks don't leave yet mark | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |we deserved more of her  URL| 
|negative|, | it’s okay bub, it’s not cancelled but i want to see them already | 
|negative|, |  since so many of yall don't about this performance it is from japan conce in honour of the singer from his favourite jap…| 
|negative|, |whoever deleted my message abt my cookies in the disc i hope u know that was rlly mean and im rlly sad now | 
|negative|, | sir don't skip on my acc follow me back   lauv be dummy thicc| 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, |  jungkook reaching for jimin's hand and holding it tight  im still sad   URL| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, |i love how everyone has a role  do you realise how special this next album is going to be 🥺| 
|negative|, | i haven't even opened my gown from it's wrapping, and i don't think buying items for it from store… URL| 
|negative|, |  why not| 
|negative|, | thank you  ily more| 
|negative|, |what is monetization??????   hahahahahahahahhhahhaha   onore youtube   i’m sorry but you guys have to donate with o… URL| 
|negative|, |i wish snapchat filters made me 6ft | 
|negative|, |can someone play animal crossing with me and be my friend?  animalcrossingnewhorizons| 
|negative|, |  devastating sequence  URL| 
|negative|, |  jungkook's hand engulfing jimin's  always makes me go (( URL| 
|negative|, |ok i’m sad now | 
|negative|, |saket | 
|negative|, | when will it be my turn?   lauv be dummy thicc URL| 
|negative|, | that's exactly wht happened to me i log in and everyone's screaming that he left already | 
|negative|, | tell seungmin i love him | 
|negative|, |  rubbing a stupid slut thru their underwear and laughing at how fast the wet patch is forming on the front of their panties 💗…| 
|negative|, | i just want a follow | 
|negative|, |aww where u sensitive ones @ ? | 
|negative|, |there’s a lot of pictures of girls taking cute ass pics with their flowers but hiding their goodies &amp; i wanna do th… URL| 
